Filename,WaterLevel,VA,RB,OB,PF,DE,FS,IS,RO,IN,AF,BE,FO,GR,PH,PB,OS,OP,OK,ND,Defect
00332235.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332245.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00332255.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332265.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332275.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332285.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332295.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332305.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332315.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332325.png,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00332335.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00332345.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
00332355.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332365.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332375.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332385.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332395.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332405.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332418.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332428.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332438.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332448.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332458.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332468.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332493.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00332503.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00332513.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00332534.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332544.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332554.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332564.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332574.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332584.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332594.png,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00332604.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332681.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00332691.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00332701.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332711.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332721.png,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00332731.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332741.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332756.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332813.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332823.png,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00332833.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332843.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00332853.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332863.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332873.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332883.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332893.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332903.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332913.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332923.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332933.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332943.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332953.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332963.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332973.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332983.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00332993.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333003.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333013.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333023.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333033.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333043.png,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333053.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333063.png,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333073.png,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333083.png,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333093.png,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00333103.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333113.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
00333123.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333133.png,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333143.png,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333153.png,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333163.png,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00333173.png,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333183.png,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333197.png,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333207.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333217.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333227.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333242.png,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333257.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333267.png,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333277.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00333287.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333297.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333307.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333317.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333327.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333337.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333347.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333357.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333367.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333377.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333387.png,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333397.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333407.png,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333417.png,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333427.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333437.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333447.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333457.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333467.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333477.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333506.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333516.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333526.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333536.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333546.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333556.png,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00333566.png,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333605.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333615.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333625.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333635.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333645.png,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00333655.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333665.png,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00333675.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333685.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333695.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333705.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333715.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333725.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333735.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333745.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333755.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333765.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333775.png,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00333785.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333795.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333805.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333815.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333825.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333835.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333845.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333855.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00333865.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333875.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333895.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00333905.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333915.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333925.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333988.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00333998.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334008.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334018.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00334028.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334038.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334048.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334058.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334068.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334078.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334088.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334098.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00334237.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334247.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334257.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334267.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334277.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00334287.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00334297.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334307.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334317.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334327.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334337.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334347.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334357.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334367.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334377.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334387.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334397.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334407.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334417.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334427.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334437.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334447.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334457.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334467.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334477.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334487.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334497.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334507.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334517.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334527.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334537.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334547.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334557.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334567.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334577.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334587.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334597.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334607.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334617.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00334627.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334637.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334647.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334657.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334667.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334677.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334687.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334697.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334707.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334717.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334727.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00334737.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334747.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334757.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334767.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334815.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334825.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334835.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334845.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334855.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334865.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334875.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334885.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334895.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334905.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334915.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334925.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334935.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334945.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334955.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334965.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334975.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334985.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00334995.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335005.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335015.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335025.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00335035.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335045.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335055.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335065.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335075.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335085.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335095.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335105.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335115.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335125.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335135.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335145.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335155.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335165.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335175.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335185.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
00335195.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335205.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335215.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335225.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00335235.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335245.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335255.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335265.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00335275.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00335285.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335295.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335305.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335315.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335325.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335335.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335345.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335355.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335365.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335375.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335385.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335395.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335405.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335415.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00335425.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335435.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00335445.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
00335455.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335465.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335475.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335485.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335495.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
00335505.png,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335515.png,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335525.png,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335535.png,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00335545.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00335555.png,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
